Title,Time,Artist,Album,Genre,Loved,Rating,Plays,Date Added,Last Played
Stranded the Line,2:20,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,06/10/17 17:47
Promised Land,8:49,Pfarmers,Gunnera,Alternative,0,,1,27/09/17 22:49,06/10/17 17:44
Missing,6:02,Calexico,The Black Light,Alternative & Punk,0,,1,30/06/15 19:58,06/10/17 17:33
Shawm - Saltarello,1:56,David Munrow & Early Music Consort of London,Instruments of Middle Age and Renaissance,Classical,0,,1,19/02/17 9:50,06/10/17 17:27
Step,4:12,Vampire Weekend,Modern Vampires of the City,Alternative,0,,2,08/02/14 17:20,06/10/17 7:23
Darksided Computer Mouth,2:16,White Denim,Let's Talk About It,Rock,0,,1,30/06/15 19:58,04/10/17 14:31
"I Ain’t Thick, It’s Just A Trick",5:05,Jeffrey Lewis,12 Crass Songs,Alternative,0,,1,30/06/15 19:58,04/10/17 14:26
Stay Away,3:33,Nirvana,Nevermind,Rock,0,,1,30/06/15 19:58,04/10/17 14:15
"Unaccompanied Cello Suite No. 2 in D Minor, BWV 1008: III. Courante",1:48,Yo-Yo Ma,Six Evolutions - Bach: Cello Suites,Classical,0,,2,17/09/17 9:51,04/10/17 14:11
Chico De Mis Ojos,2:35,Grupo Hermes,México Música Colonial,Baroque Era,0,,1,01/07/15 0:58,04/10/17 14:07
Frontera,4:19,Calexico,The Black Light,Alternative & Punk,0,,1,30/06/15 19:58,04/10/17 14:00
"Suite in E Minor (Book 4, from No. 21-29):: II. Motivo - Presto",0:48,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,04/10/17 13:55
Down To The Well,2:15,The Pixies,Demos,Alternative,0,,1,30/06/15 19:58,04/10/17 13:55
Rachel,2:19,Sleigh Bells,Treats,Alternative,0,,1,02/01/13 4:15,04/10/17 13:47
Head Carrier,3:36,Pixies,Head Carrier,Alternative,0,,3,28/10/16 20:08,04/10/17 13:44
Johnny Barleycorn,4:50,Frank Black,Fast Man / Raider Man,Alternative,0,,1,01/07/15 0:58,04/10/17 8:00
Graveyard Dream Blues,2:45,Bessie Smith,The Essential Bessie Smith,Blues,0,,1,18/02/17 12:00,04/10/17 7:55
Somebody's In Love,2:06,Yo La Tengo,Stuff Like That There,Alternative,0,,1,29/08/16 23:17,04/10/17 7:44
Seven Years,4:54,Cowboy Junkies,Pale Sun Crescent Moon,Pop,0,,1,27/09/17 8:37,04/10/17 7:35
Weak,3:22,AJR,What Everyone's Thinking - EP,Pop,0,,7,02/07/17 12:43,02/10/17 19:23
M.E.X.I.C.O.,1:37,The Kills,Midnight Boom,Alternative,0,,1,30/06/15 19:58,02/10/17 17:21
Alone (Instrumental Remix),2:58,Alan Walker,Alone - Single,Dance,0,,3,30/01/17 19:12,29/09/17 18:35
Blowin' In The Wind,2:49,Bob Dylan,The Freewheelin' Bob Dylan,Country & Folk,0,,2,30/06/15 19:58,29/09/17 14:40
Alphabet Pony,1:45,The Kills,Midnight Boom,Alternative,0,,1,30/06/15 19:58,29/09/17 14:36
Fare Thee Well,3:19,Frank Black,Fast Man / Raider Man,Alternative,0,,1,01/07/15 0:58,29/09/17 7:38
Desolation Row,11:23,Bob Dylan,Highway 61 Revisited,Rock,0,,1,30/06/15 19:58,29/09/17 7:34
To This Day,6:58,Shane Koyczan and the Short Story Long,Remembrance Year,Spoken Word,0,,1,26/09/17 7:06,28/09/17 14:40
Benthos,7:12,Pfarmers,Gunnera,Alternative,0,,1,27/09/17 22:49,28/09/17 0:16
Kind Things,3:39,LNZNDRF,LNZNDRF,Alternative,0,,1,27/09/17 22:51,27/09/17 22:58
Swallowtail,5:41,Wolf Alice,My Love Is Cool,Alternative,0,,1,01/07/15 0:57,27/09/17 22:36
A New England,3:53,Kirsty Maccoll,The Stiff Years,Rock,0,,1,01/07/15 0:58,27/09/17 22:23
Talkng Merchant Marine,4:16,Bob Dylan,Live In New York 1961,Rock,0,,1,01/07/15 0:58,27/09/17 20:28
Scream,5:53,Echobelly,Everyone's Got One,Alternative & Punk,0,,2,30/06/15 19:58,27/09/17 20:24
Going To California,3:32,Led Zeppelin,Led Zeppelin IV,Rock,0,,1,30/06/15 19:58,27/09/17 20:18
My Poor Brain,3:33,Foo Fighters,The Colour and the Shape (Special Edition),Alternative,0,,1,31/10/07 22:53,27/09/17 18:17
Sum Waves (Tunes),4:03,Steeleye Span,All Around My Hat,Contemporary Folk,0,,1,01/07/15 0:58,27/09/17 18:04
Goodnight Bad Morning,3:52,The Kills,Midnight Boom,Alternative,0,,2,30/06/15 19:58,27/09/17 17:55
I Threw It All Away,2:28,Bob Dylan,John Wesley Harding/Nashville Skyline,Country & Folk,0,,1,30/06/15 19:58,27/09/17 15:52
You're Killing Me,3:20,Pavement,Westing (By Musket And Sextant),Alternative & Punk,0,,2,01/07/15 0:58,25/09/17 19:23
Redondo Beach,3:25,Patti Smith,Horses (Legacy Edition),Punk,0,,2,27/05/17 18:30,25/09/17 19:19
Bring On The Night,4:18,The Police,Reggatta De Blanc,Rock,0,,1,01/07/15 1:58,25/09/17 17:26
"Suite for Violoncello Solo No. 1 In G Major, BWV 1007: I. Prelude",2:17,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,2,17/09/17 9:52,24/09/17 14:40
Orpharion - Duet (Le Rossignol) From Jane Pickering's Lute Book,1:37,David Munrow & Early Music Consort of London,Instruments of Middle Age and Renaissance,Classical,0,,1,19/02/17 9:50,23/09/17 12:28
Desire (Live for Burberry),3:56,Anna Calvi,Live for Burberry - EP,Alternative,0,,3,21/03/17 8:36,23/09/17 2:16
Auld Lange Syne,2:52,The Lonesome Travelers,iTunes Holiday Sampler,Holiday,0,,1,11/12/09 10:19,23/09/17 2:08
"Suite in E Minor (Book 4, from No. 21-29):: VII. Ground",3:41,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,23/09/17 2:05
Life Prowler,2:38,No Age,Everything in Between,Alternative,0,,2,01/07/15 0:58,23/09/17 2:01
Lonely Void,3:39,Mica Levi,Under the Skin (Original Soundtrack Album),Soundtrack,0,,1,03/10/16 12:21,22/09/17 22:59
I Could Write a Book,5:10,Miles Davis Quintet,Relaxin' With the Miles Davis Quintet (Remastered),Jazz,0,,1,07/01/17 11:13,22/09/17 22:41
Regal,1:36,David Munrow & Early Music Consort of London,Instruments of Middle Age and Renaissance,Classical,0,,2,19/02/17 9:50,22/09/17 22:36
"Magnets, Pt. 2",4:58,Slothrust,Of Course You Do,Alternative,0,,1,22/09/17 18:58,22/09/17 21:59
7:30 Am,2:44,Slothrust,Of Course You Do,Alternative,0,,1,22/09/17 18:58,22/09/17 21:54
Horseshoe Crab,4:50,Slothrust,Everyone Else,Alternative,0,,2,22/09/17 18:58,22/09/17 20:38
New York,2:35,St. Vincent,MASSEDUCTION,Alternative,0,,5,21/08/17 6:32,22/09/17 19:36
This Is The Day,4:59,The The,Soul Mining,Alternative & Punk,0,,1,30/06/15 19:58,22/09/17 16:58
"Suite in G Minor (Book 2, Nos. 10-18): VII. Sarabanda",2:21,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,2,31/07/17 0:26,21/09/17 18:03
Circling With Dizzy,2:20,"No Age, Randy Randall, Dean Spunt & Facundo Bermudez",An Object,Alternative,0,,1,28/03/17 1:23,21/09/17 17:54
You've Got a Lot To Answer For,3:17,Catatonia,Way Beyond Blue,Pop,0,,3,07/09/15 7:53,21/09/17 17:48
The Prophet Sequence,4:21,Shackleton & Vengeance Tenfold,Sferic Ghost Transmits,Dubstep,0,,1,16/02/17 20:05,21/09/17 17:40
There Will Be Blood,2:05,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,20/09/17 23:42
Henry Plainview,4:14,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,20/09/17 23:40
Eat Him By His Own Light,2:40,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,20/09/17 23:36
Prospector Arrives,4:34,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,20/09/17 23:33
Open Spaces,3:56,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,3,02/08/17 21:43,20/09/17 23:25
"Suite for Violoncello Solo No. 6 In D Major, BWV 1012: VI. Gigue",4:53,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,20/09/17 23:15
"Suite for Violoncello Solo No. 6 In D Major, BWV 1012: III. Courante",4:04,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,20/09/17 22:29
"Suite for Violoncello Solo No. 6 In D Major, BWV 1012: II. Allemande",6:59,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,20/09/17 22:21
"Suite for Violoncello Solo No. 3 In C Major, BWV 1009: VI. Gigue",3:45,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,20/09/17 21:56
"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: Gigue",3:52,Yo-Yo Ma,"Cello Suiten No. 1,5 & 6",Classical,0,,1,17/09/17 9:51,19/09/17 7:04
Force,4:00,Alan Walker,Force - Single,Dance,2,,22,28/09/16 20:48,19/09/17 6:19
"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: Gavotte",3:28,Yo-Yo Ma,"Cello Suiten No. 1,5 & 6",Classical,0,,1,17/09/17 9:51,18/09/17 23:57
"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: Sarabande",4:31,Yo-Yo Ma,"Cello Suiten No. 1,5 & 6",Classical,0,,1,17/09/17 9:51,18/09/17 23:53
"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: Courante",3:43,Yo-Yo Ma,"Cello Suiten No. 1,5 & 6",Classical,0,,1,17/09/17 9:51,18/09/17 23:49
"Cello Suite No. 3 in C Major, BWV 1009: V. Bourrées I & II",3:23,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 23:31
"Cello Suite No. 3 in C Major, BWV 1009: IV. Sarabande",3:43,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 23:27
"Cello Suite No. 3 in C Major, BWV 1009: III. Courante",2:27,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 23:24
"Cello Suite No. 2 in D Minor, BWV 1008: II. Allemande",3:11,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 22:50
Run the World (Girls),3:58,Beyoncé,4 (Expanded Edition),Pop,0,,5,02/09/17 12:24,18/09/17 14:41
"Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",5:04,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 7:45
"Cello Suite No. 4 in E-Flat Major, BWV 1010: IV. Sarabande",4:32,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,1,17/09/17 9:51,18/09/17 7:40
"Cello Suite No. 4 in E-Flat Major, BWV 1010: II. Allemande",3:49,Yo-Yo Ma,Bach: Unaccompanied Cello Suites (Remastered),Classical,0,,2,17/09/17 9:51,18/09/17 7:32
"Suite for Violoncello Solo No. 1 In G Major, BWV 1007: III. Courante",2:46,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,17/09/17 11:49
"Suite for Violoncello Solo No. 1 In G Major, BWV 1007: II. Allemande",4:23,Klaus-Peter Hahn,Bach: the Complete Cello Suites,Classical,0,,1,17/09/17 9:52,17/09/17 11:47
Comeback Kid,3:00,Sleigh Bells,Reign of Terror,Alternative,0,,1,02/01/13 4:17,16/09/17 13:53
Caribou,3:15,Pixies,Come On Pilgrim,Alternative & Punk,0,,1,30/06/15 19:58,16/09/17 12:33
Interlude: Elevator Going Up,0:04,Gorillaz,Humanz (Deluxe),Alternative,0,,2,20/05/17 22:41,15/09/17 18:49
Uncertain Smile,6:52,The The,Soul Mining,Alternative & Punk,0,,1,30/06/15 19:58,15/09/17 18:43
Alive,4:11,Milky Chance,Blossom (Deluxe),Alternative,0,,3,21/08/17 13:44,15/09/17 18:36
Departures,0:43,The Chalets,Check In,Indie Pop,0,,1,30/06/15 19:58,15/09/17 14:37
Simian Split,4:16,The Jesus and Mary Chain,Damage and Joy (Deluxe),Alternative,0,,1,29/03/17 17:51,15/09/17 13:42
I'm So Free,3:12,Lou Reed,Transformer,New Wave,0,,2,30/06/15 19:58,14/09/17 17:20
Hangin' 'Round,3:37,Lou Reed,Transformer,New Wave,0,,1,30/06/15 19:58,14/09/17 17:02
Menino,3:52,Dom La Nena,Soyo,Worldwide,0,,1,06/01/17 18:48,14/09/17 14:38
Black Mountain Blues,3:08,Bessie Smith,The Best of Bessie Smith,Blues,0,,1,18/02/17 12:01,14/09/17 7:52
Wanderlust,3:27,Frank Black,Fast Man / Raider Man,Alternative,0,,1,01/07/15 0:58,14/09/17 7:44
Houdini Blues,4:27,Kristin Hersh,Hips And Makers,Alternative & Punk,0,,1,30/06/15 19:58,14/09/17 7:40
All Consolation,2:56,White Denim,Fits,Alternative,0,,1,01/07/15 0:58,14/09/17 7:30
Paris (VINAI Remix),3:39,The Chainsmokers,Paris (Remixes) - EP,Dance,0,,6,26/04/17 14:29,14/09/17 7:23
Faded (Tiesto's Deep House Remix),4:29,Alan Walker,Faded (Remixes),Dance,0,,3,28/09/16 21:48,14/09/17 7:20
Hangin' 'Round [Acoustic Demo],4:00,Lou Reed,Transformer,New Wave,0,,1,01/07/15 0:58,14/09/17 7:15
Losing You,4:33,Milky Chance,Blossom (Deluxe),Alternative,0,,1,21/08/17 13:44,12/09/17 7:14
Him Dancing,1:11,Throwing Muses,The Real Ramona,Alternative & Punk,0,,1,30/06/15 19:58,11/09/17 17:38
Cherry Area (B-side),1:35,Pavement,Brighten the Corners: Nicene Creedence Ed.,Alternative,0,,1,22/07/14 9:29,11/09/17 17:33
I Can Feel the Ice Melting,2:36,Yo La Tengo,Stuff Like That There,Alternative,0,,1,29/08/16 23:17,11/09/17 17:26
You Can't Always Get What You Want,7:29,The Rolling Stones,Let It Bleed,Pop,0,,1,11/11/11 20:10,11/09/17 17:23
Stay,4:10,Milky Chance,Blossom (Deluxe),Alternative,0,,3,21/08/17 13:44,11/09/17 7:23
Clouds,4:17,Milky Chance,Blossom (Deluxe),Alternative,0,,10,21/08/17 13:44,11/09/17 7:18
Doing Good,4:11,Milky Chance,Blossom (Deluxe),Alternative,0,,3,21/08/17 13:44,11/09/17 7:11
Peripeteia (Acoustic Version),3:18,Milky Chance,Blossom (Deluxe),Alternative,0,,1,21/08/17 13:44,10/09/17 12:15
Cold Blue Rain,4:57,Milky Chance,Blossom (Deluxe),Alternative,0,,6,21/08/17 13:44,09/09/17 17:01
Heathens (feat. MUTEMATH),4:35,twenty one pilots,TOPxMM - EP,Alternative,0,,4,16/02/17 8:18,08/09/17 14:38
Electric Daisy Violin,3:16,Lindsey Stirling,Lindsey Stirling,Pop,0,,2,12/03/17 13:36,07/09/17 14:32
Cover Me,2:06,Björk,Post,Alternative & Punk,0,,1,30/06/15 19:58,07/09/17 14:25
...Ready For It?,3:28,Taylor Swift,reputation,Pop,0,,7,04/09/17 14:38,06/09/17 17:19
Look What You Made Me Do,3:32,Taylor Swift,reputation,Pop,0,,8,03/09/17 15:02,06/09/17 14:29
That Love (Non-Electric),2:54,The Kills,Echo Home - Non-Electric EP,Alternative,0,,2,11/06/17 0:18,05/09/17 14:40
Andromeda (feat. DRAM),3:18,Gorillaz,Humanz (Deluxe),Alternative,0,,3,20/05/17 22:41,05/09/17 14:33
"Einstein On The Beach, Act IV: Bed, Prelude",4:23,The Philip Glass Ensemble & Michael Riesman,Philip Glass: Einstein on the Beach,Classical,0,,1,18/05/17 11:02,05/09/17 14:29
Sea Song,6:24,Jeffrey Lewis,It's The Ones Who've Cracked That The Light Shines Through,Alternative,0,,1,01/07/15 0:58,05/09/17 14:15
Dark Entries,3:53,Bauhaus,Singles (Remastered),Alternative,0,,1,29/07/17 10:39,05/09/17 14:09
Look Like You Know,3:06,Royal Blood,How Did We Get So Dark?,Alternative,0,,4,30/06/17 0:39,05/09/17 13:53
Supersonic,4:44,Oasis,Definitely Maybe,Rock,0,,1,21/08/17 23:20,05/09/17 13:50
Elegie (Live),5:00,Patti Smith,Horses (Legacy Edition),Punk,0,,1,27/05/17 18:30,05/09/17 13:41
Andromeda (feat. DRAM),3:18,Gorillaz,Humanz (Deluxe),Alternative,0,,3,20/05/17 21:41,05/09/17 13:33
Baby Won't You Please Come Home,2:57,Bessie Smith,The Essential Bessie Smith,Blues,0,,1,18/02/17 12:00,05/09/17 7:56
Reeling (4-Track Demo Version),2:59,PJ Harvey,4-Track Demos,Rock,0,,1,17/05/17 7:27,05/09/17 7:53
Sonata da camera No. 1 in D Major: III. Largo,1:56,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,05/09/17 7:50
Trumpet,2:22,David Munrow & Early Music Consort of London,Instruments of Middle Age and Renaissance,Classical,0,,1,19/02/17 9:50,05/09/17 7:43
Eventually,5:19,Tame Impala,Currents,Alternative,0,,2,07/02/16 13:26,05/09/17 7:41
Lovely,3:25,Hollyn,One-Way Conversations,Pop,0,,2,03/09/17 13:13,04/09/17 14:44
The Words That Maketh Murder,3:46,PJ Harvey,Let England Shake,Alternative,0,,4,19/02/11 21:05,04/09/17 14:29
Perfect Places,3:42,Lorde,Melodrama,Alternative,0,,3,23/06/17 0:52,04/09/17 7:52
Levitate (From the Original Motion Picture “Passengers”),3:18,Imagine Dragons,Levitate (From the Original Motion Picture “Passengers”) - Single,Alternative,0,,5,28/08/17 7:00,30/08/17 19:12
Amazing Stories: Main Title,1:11,"John Williams, Joel McNeely & Royal Scottish National Orchestra",Amazing Stories,Soundtrack,0,,2,18/06/17 11:23,30/08/17 17:18
Firebird,3:42,Milky Chance,Blossom (Deluxe),Alternative,0,,9,21/08/17 13:44,30/08/17 7:16
Ain't Got No - I Got Life,2:57,Nina Simone,Miss Simone: The Hits,Jazz,0,,2,28/08/17 17:50,28/08/17 19:16
West Wind (Live),9:40,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 18:52
To Love Somebody,2:40,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 18:37
Suzanne,4:21,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 18:34
Nobody's Fault But Mine,3:01,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 18:30
Mississippi Goddam (Live),6:55,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 18:11
My Man's Gone Now,4:17,Nina Simone,Miss Simone: The Hits,Jazz,0,,1,28/08/17 17:50,28/08/17 17:59
Ego,3:52,Milky Chance,Blossom (Deluxe),Alternative,0,,10,21/08/17 13:44,25/08/17 6:54
Drops of Jupiter (Tell Me),4:20,Train,Drops of Jupiter,Rock,0,,6,19/08/17 14:15,24/08/17 14:16
Cocoon,4:15,Milky Chance,Blossom (Deluxe),Alternative,0,,1,21/08/17 13:44,24/08/17 7:21
Huey Newton,4:38,St. Vincent,St. Vincent (Deluxe Edition),Alternative,0,,1,05/07/15 23:01,21/08/17 23:13
Rattlesnake,3:35,St. Vincent,St. Vincent (Deluxe Edition),Alternative,0,,2,05/07/15 23:01,21/08/17 22:55
Eliza (Live for Burberry),3:38,Anna Calvi,Live for Burberry - EP,Alternative,0,,2,21/03/17 8:36,21/08/17 18:01
Whip the Night (Live for Burberry),3:06,Anna Calvi,Live for Burberry - EP,Alternative,0,,2,21/03/17 8:36,21/08/17 17:51
Space Pirates,3:00,Waterflame,Green,Electronic,0,,3,21/08/17 14:00,21/08/17 17:30
I Am an Ape,3:05,David Byrne & St. Vincent,Love This Giant,Alternative,0,,1,21/08/17 6:35,21/08/17 7:22
Dinner for Two,3:43,David Byrne & St. Vincent,Love This Giant,Alternative,0,,1,21/08/17 6:35,21/08/17 7:16
Weekend in the Dust,3:07,David Byrne & St. Vincent,Love This Giant,Alternative,0,,1,21/08/17 6:35,21/08/17 7:12
Who,3:50,David Byrne & St. Vincent,Love This Giant,Alternative,0,,1,21/08/17 6:35,21/08/17 7:09
This Love,3:27,Maroon 5,Songs About Jane,Pop,0,,4,30/07/17 22:55,20/08/17 14:31
Where Is My Mind?,3:49,Pixies,Wave of Mutilation: Best of Pixies,Alternative,0,,1,19/08/17 14:13,20/08/17 11:41
Play That Song,4:03,Train,a girl a bottle a boat,Pop,0,,1,19/08/17 14:13,19/08/17 14:18
By the Time I Get to Pheonix (2009 Remastered Version),3:40,Nick Cave & The Bad Seeds,Kicking Against the Pricks (2009 Remastered Edition),Rock,0,,1,10/08/17 23:33,10/08/17 23:38
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3:43,Calvin Harris,Funk Wav Bounces Vol. 1,Dance,0,,4,08/08/17 15:54,09/08/17 17:17
Thunder,3:07,Imagine Dragons,Evolve,Alternative,0,,18,24/07/17 8:06,07/08/17 19:46
"Hey, Soul Sister",3:37,Train,"Save Me, San Francisco (Bonus Track Version)",Pop,0,,3,30/07/17 19:52,07/08/17 17:24
Believer,3:24,Imagine Dragons,Evolve,Alternative,0,,22,29/03/17 8:14,07/08/17 17:20
Harder Better Faster Stronger,3:45,Daft Punk,Discovery,Dance,0,,6,27/07/17 14:47,07/08/17 14:53
Lego House,3:05,Ed Sheeran,+ (Deluxe Version),Pop,0,,17,12/06/17 14:13,07/08/17 8:29
Prospector's Quartet,2:57,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,2,02/08/17 21:43,06/08/17 18:51
Oil,3:05,There Will Be Blood,There Will Be Blood (Music from the Motion Picture),Soundtrack,0,,2,02/08/17 21:43,06/08/17 18:34
Drive By,3:16,Train,California 37,Pop,0,,4,30/07/17 19:53,04/08/17 15:05
Reality (feat. Janieck Devy) [Radio Edit],2:38,Lost Frequencies,Armada - Amsterdam Dance Event 2015,Dance,0,,5,28/07/17 14:53,02/08/17 15:01
Sonata da camera No. 5 in G Minor: III. Adagio,0:52,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:45
Sonata da camera No. 5 in G Minor: I. Adagio – Allegro – Adagio – Allegro – Adagio,3:31,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:41
Sonata da camera No. 4 in G Major: I. Adagio,1:25,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:30
Sonata da camera No. 3 in E major: IV. Giga [Allegro],1:57,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:28
Sonata da camera No. 3 in E Major: III. Adagio,1:10,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:26
Sonata da camera No. 3 in E Major: II. Allegro,2:33,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:25
Sonata da camera No. 3 in E Major: I. Adagio – Allegro – Adagio,3:40,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:23
Sonata da camera No. 2 in D Minor: IV. Aria [Allegro],0:59,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:19
Sonata da camera No. 2 in D Minor: III. Andante,1:49,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:18
Sonata da camera No. 2 in D Minor: II. Allegro,2:44,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:16
Sonata da camera No. 2 in D Minor: I. Adagio – Allegro – Adagio,3:01,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,2,31/07/17 0:29,02/08/17 0:14
Sonata da camera No. 6 in A Major: III. Aria,8:39,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,02/08/17 0:06
Sonata da camera No. 6 in A Major: II. Allegro,2:34,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,01/08/17 23:57
Sonata da camera No. 6 in A Major: I. Adagio – Allegro – Adagio,4:11,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,01/08/17 23:54
Sonata da camera No. 1 in D Major: IV. Allegro,3:12,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,01/08/17 23:12
Sonata da camera No. 1 in D Major: II. Andante,2:29,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,01/08/17 23:07
Sonata da camera No. 1 in D Major: I. Adagio,3:17,Bojan Cicic & The Illyria Consort,"Giovanni Stefano Carbonelli: Sonate da Camera, Nos 1–6",Classical,0,,1,31/07/17 0:29,01/08/17 23:05
"Ayres for the Violin, Book 4: V. Diverse bizzarie sopra la vecchia sarabanda ò pur ciaccona (Arr. for Mandolin & Chamber Ensemble)",4:40,Artemandoline Baroque Ensemble,Arte Mandoline,Classical,0,,1,31/07/17 0:25,31/07/17 8:12
"Suite in G Minor (Book 2, Nos. 10-18): VI. Corrente da piedi",0:45,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,31/07/17 7:14
"Suite in G Minor (Book 2, Nos. 10-18): V. Corrente da orecchie",1:35,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,31/07/17 7:13
"Suite in G Minor (Book 2, Nos. 10-18): III. Andamento malinconico",2:33,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,31/07/17 7:09
